gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1572331942	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/4870114	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Heredia			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.500955	-84.113505	31189.0						2016-12-10T17:47:00	10	12	2016	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	4870114			2017-07-05T14:22:26	CC_BY_4_0	Vijay Barve	Vijay Barve			2020-05-08T02:27:01.313Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1571142153	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/6675927	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Limón			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.559206	-83.426153	31189.0						2017-06-12T14:54:00	12	6	2017	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	6675927			2017-06-16T03:03:46	CC_BY_NC_4_0	Joel DuBois	Joel DuBois			2020-05-08T02:27:02.178Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1571142129	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/6675928	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Limón			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.535945	-83.410189	31189.0						2017-06-12T14:54:00	12	6	2017	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	6675928			2017-06-16T03:03:47	CC_BY_NC_4_0	Joel DuBois	Joel DuBois			2020-05-08T02:26:10.910Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1455592513	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/5502731	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Limón			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.474074	-83.518972	31189.0						2015-10-20T05:57:00	20	10	2015	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	5502731			2017-03-29T22:34:14	CC_BY_4_0	Catherine Yasuda	Catherine Yasuda			2020-05-08T02:27:29.762Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1453475711	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/5220768	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Limón			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.543103	-83.423052	31189.0						2015-10-19T04:29:00	19	10	2015	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	5220768			2017-03-04T05:14:46	CC_BY_4_0	Catherine Yasuda	Catherine Yasuda			2020-05-08T02:26:11.010Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1453210379	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/4532907	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Heredia			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.523311	-84.051285	31189.0						2015-10-25T04:39:22	25	10	2015	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	4532907			2016-11-11T22:09:35	CC_BY_4_0	Catherine Yasuda	Catherine Yasuda			2020-05-08T02:26:11.072Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1338128884	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Tortuguero Nationalpark				bb646dff-a905-4403-a49b-6d378c2cf0d9	10.547559	-83.505875	250.0						2014-12-30T00:00:00	30	12	2014	5959233	5959233	HUMAN_OBSERVATION	naturgucker	naturgucker	981520626				CC_BY_4_0		860034627			2020-03-01T11:56:40.132Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1338039818	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Tortuguero Nationalpark				bb646dff-a905-4403-a49b-6d378c2cf0d9	10.547559	-83.505875	250.0						2015-01-27T00:00:00	27	1	2015	5959233	5959233	HUMAN_OBSERVATION	naturgucker	naturgucker	-978812071				CC_BY_4_0		340220811			2020-03-01T11:56:32.055Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1338034209	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Tortuguero Nationalpark				bb646dff-a905-4403-a49b-6d378c2cf0d9	10.547559	-83.505875	250.0						2015-10-10T00:00:00	10	10	2015	5959233	5959233	HUMAN_OBSERVATION	naturgucker	naturgucker	-1592571023				CC_BY_4_0		539637721			2020-03-01T11:56:35.164Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1338022383	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Tortuguero Nationalpark				bb646dff-a905-4403-a49b-6d378c2cf0d9	10.547559	-83.505875	250.0						2015-10-09T00:00:00	9	10	2015	5959233	5959233	HUMAN_OBSERVATION	naturgucker	naturgucker	-1974251541				CC_BY_4_0		539637721			2020-03-01T11:56:35.332Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1337957296	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Tortuguero Nationalpark				bb646dff-a905-4403-a49b-6d378c2cf0d9	10.547559	-83.505875	250.0						2015-05-26T00:00:00	26	5	2015	5959233	5959233	HUMAN_OBSERVATION	naturgucker	naturgucker	-2036587403				CC_BY_4_0		489379410			2020-03-01T11:56:46.041Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1337898806	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Tortuguero Nationalpark				bb646dff-a905-4403-a49b-6d378c2cf0d9	10.547559	-83.505875	250.0						2014-02-10T00:00:00	10	2	2014	5959233	5959233	HUMAN_OBSERVATION	naturgucker	naturgucker	-1285733862				CC_BY_4_0		2050689631			2020-03-01T11:56:34.584Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1337890933	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Laguna Cano Negro				bb646dff-a905-4403-a49b-6d378c2cf0d9	10.95063	-84.752655	250.0						2014-02-16T00:00:00	16	2	2014	5959233	5959233	HUMAN_OBSERVATION	naturgucker	naturgucker	1137989958				CC_BY_4_0		2050689631			2020-03-01T11:56:32.472Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1291149410	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/3751739	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Heredia			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.584323	-84.108602	31189.0						2016-07-16T00:00:00	16	7	2016	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	3751739			2016-07-27T01:59:08	CC_BY_NC_4_0	Andy Bridges	Andy Bridges			2020-05-08T02:26:10.656Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1291133144	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/3700566	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Limón			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.548275	-83.58816	31189.0						2016-07-18T05:39:00	18	7	2016	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	3700566			2016-07-18T20:53:53	CC_BY_NC_4_0	travelfardw	travelfardw			2020-05-08T02:27:15.706Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1291090167	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/3529587	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Heredia			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.564257	-84.056547	48016.0						2016-06-16T00:00:00	16	6	2016	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	3529587			2016-06-26T23:43:28	CC_BY_4_0	Marge and Don Rearick	Marge and Don Rearick			2020-05-08T02:27:33.774Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1227722938	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/2305433	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Heredia			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.579218	-84.071764	31189.0						2015-10-19T17:15:21	19	10	2015	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	2305433			2015-10-24T01:04:28	CC_BY_NC_4_0	steven_bach	steven_bach			2020-05-08T02:26:11.642Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1145060644	2f54cb88-4167-499a-81fb-0a2d02465212	http://arctos.database.museum/guid/DMNS:Bird:18964?seid=453583	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambigua (Bechstein, 1811)	Ara ambigua		CR	San Carlos, Villa (Ciudad) Quesada	Alajuela		1	a2ef6dd1-8886-48c9-8025-c62bac973cc7	10.323807	-84.427141	5000.0		762.0	0.0			1933-11-05T00:00:00	5	11	1933	5959234	5959233	PRESERVED_SPECIMEN	DMNS	Bird specimens	DMNS:Bird:18964		unknown		CC0_1_0		Collector(s): Austin Paul Smith			2020-03-18T17:24:44.108Z		GEODETIC_DATUM_ASSUMED_WGS84
1039576196	854cf79e-f762-11e1-a439-00145eb45e9a	urn:uuid:51eb7e08-b467-42c4-913e-549f4490a3f6	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus	ambiguus	SUBSPECIES	Ara ambiguus ambiguus	Ara ambiguus ambiguus	(Bechstein, 1811)	CR		Alajuela Province		1	2e167bb0-4441-11db-9ba2-b8a03c50a862	10.2667	-84.4333							1933-09-22T00:00:00	22	9	1933	6170723	5959233	PRESERVED_SPECIMEN	YPM	VZ	YPM ORN 055920				CC0_1_0	Yale Peabody Museum of Natural History	Austin P. Smith			2020-05-09T22:48:27.450Z		GEODETIC_DATUM_ASSUMED_WGS84
1038518684	6ac3f774-d9fb-4796-b3e9-92bf6c81c084		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Puerto Viejo de Sarapiqui und Umgebung				bb646dff-a905-4403-a49b-6d378c2cf0d9	10.446455	-84.004044	250.0						2001-03-21T00:00:00	21	3	2001	5959233	5959233	HUMAN_OBSERVATION	naturgucker	naturgucker	-1431349497				CC_BY_4_0		794562383			2020-03-01T11:56:34.771Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1024181000	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/659687	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR		Limón			28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.547389	-83.507312	31189.0						2014-05-04T00:00:00	4	5	2014	5959233	5959233	HUMAN_OBSERVATION	iNaturalist	Observations	659687			2014-05-05T00:54:05	CC_BY_NC_4_0	canopalma	canopalma			2020-05-08T02:27:49.077Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
898060958	43f37d70-f50e-4021-95ae-5b9526df2388		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Tortuga Lodge & Gardens				6ae2738e-361d-4cb1-9a57-b6a63defe060	10.571319	-83.519517							2002-12-26T00:00:00	26	12	2002	5959233	5959233	HUMAN_OBSERVATION	CRBO	CRBO	18632				CC_BY_4_0		GD			2020-02-10T12:03:04.136Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
898060952	43f37d70-f50e-4021-95ae-5b9526df2388		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Tortuga Lodge & Gardens			2	6ae2738e-361d-4cb1-9a57-b6a63defe060	10.571319	-83.519517							2004-11-16T00:00:00	16	11	2004	5959233	5959233	HUMAN_OBSERVATION	CRBO	CRBO	26316				CC_BY_4_0		CMS			2020-02-10T12:03:04.136Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
898060946	43f37d70-f50e-4021-95ae-5b9526df2388		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Tortuga Lodge & Gardens			3	6ae2738e-361d-4cb1-9a57-b6a63defe060	10.571319	-83.519517							2011-11-15T00:00:00	15	11	2011	5959233	5959233	HUMAN_OBSERVATION	CRBO	CRBO	50192				CC_BY_4_0		CAF			2020-02-10T12:03:04.126Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
898060938	43f37d70-f50e-4021-95ae-5b9526df2388		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Cerro Tortuguero			7	6ae2738e-361d-4cb1-9a57-b6a63defe060	10.584467	-83.526981							2004-10-12T00:00:00	12	10	2004	5959233	5959233	HUMAN_OBSERVATION	CRBO	CRBO	27536				CC_BY_4_0		LTM			2020-02-10T12:03:04.128Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
898060934	43f37d70-f50e-4021-95ae-5b9526df2388		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Caño Palma (Canadian Organization for Tropical Education and Rainforest Conservation)			2	6ae2738e-361d-4cb1-9a57-b6a63defe060	10.593861	-83.529325							2004-09-14T00:00:00	14	9	2004	5959233	5959233	HUMAN_OBSERVATION	CRBO	CRBO	27860				CC_BY_4_0		LTM			2020-02-10T12:03:04.127Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
898060927	43f37d70-f50e-4021-95ae-5b9526df2388		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Tortuga Lodge & Gardens			1	6ae2738e-361d-4cb1-9a57-b6a63defe060	10.571319	-83.519517							2002-11-23T00:00:00	23	11	2002	5959233	5959233	HUMAN_OBSERVATION	CRBO	CRBO	18892				CC_BY_4_0		GD			2020-02-10T12:03:04.129Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
898060922	43f37d70-f50e-4021-95ae-5b9526df2388		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Cerro Tortuguero			2	6ae2738e-361d-4cb1-9a57-b6a63defe060	10.584467	-83.526981							2000-11-17T00:00:00	17	11	2000	5959233	5959233	HUMAN_OBSERVATION	CRBO	CRBO	4649				CC_BY_4_0		DVB			2020-02-10T12:03:04.129Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
898060921	43f37d70-f50e-4021-95ae-5b9526df2388		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Cerro Tortuguero			1	6ae2738e-361d-4cb1-9a57-b6a63defe060	10.584467	-83.526981							2003-01-04T00:00:00	4	1	2003	5959233	5959233	HUMAN_OBSERVATION	CRBO	CRBO	24003				CC_BY_4_0		GD			2020-02-10T12:03:04.129Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
898060919	43f37d70-f50e-4021-95ae-5b9526df2388		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Cerro Tortuguero			4	6ae2738e-361d-4cb1-9a57-b6a63defe060	10.584467	-83.526981							2004-10-12T00:00:00	12	10	2004	5959233	5959233	HUMAN_OBSERVATION	CRBO	CRBO	27509				CC_BY_4_0		LTM			2020-02-10T12:03:04.130Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
898060904	43f37d70-f50e-4021-95ae-5b9526df2388		Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ambiguus		SPECIES	Ara ambiguus (Bechstein, 1811)	Ara ambiguus		CR	Caño Palma (Canadian Organization for Tropical Education and Rainforest Conservation)			6	6ae2738e-361d-4cb1-9a57-b6a63defe060	10.593861	-83.529325							2001-10-29T00:00:00	29	10	2001	5959233	5959233	HUMAN_OBSERVATION	CRBO	CRBO	7061				CC_BY_4_0		DVB			2020-02-10T12:03:04.137Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
